Date,Year,Month,Day,Weekday,Event
1876-03-18,1876,3,18,Saturday,"Writes humorously to Blackwood about corrections to Deronda suggested by various correspondents. "
1876-03-28,1876,3,28,Tuesday,"Acknowledges George Grove's admiration of Deronda. "
1876-03-29,1876,3,29,Wednesday,"Mary Dickens, as requested by GE, sends details of the opening night of Tennyson's Queen Mary. "
1876-03-30,1876,3,30,Thursday,"Writes to Barbara Bodichon, discussing vivisection inter alia. "
1876-03-31,1876,3,31,Friday,"GHL asked to become a member of the council of the Physiological Society. "
1876-04-10,1876,4,10,Monday,"Part VII of Deronda sent to Blackwood. "
1876-04-12,1876,4,12,Wednesday,"Confesses to Journal that Jewish part of Deronda is 'likely to satisfy nobody', though gratified by the novel's good sales, and by her own better health (Cross 3: 277). "
1876-04-17,1876,4,17,Monday,"Blackwood sends admiring comments on part vn of Deronda. "
1876-04-18,1876,4,18,Tuesday,"Sees Irving in Tennyson's Queen Mary. Tells Blackwood that she regrets including a motto from Whitman at the head of part IV, ch. 29. "
1876-05-02,1876,5,2,Tuesday,"Thanks Main for his continued affectionate sympathy. "
1876-05-06,1876,5,6,Saturday,"Thanks Harriet Beecher Stowe for her letter - 'one of the best cordials I could have' (Cross 3: 280). "
1876-05-10,1876,5,10,Wednesday,"Asks Elma Stuart's advice on underclothing. "
1876-05-11,1876,5,11,Thursday,"Blackwood agrees to let Harpers have proof of Deronda more than a month in advance, and sends further good news of sales. "
1876-05-13,1876,5,13,Saturday,"Dine with Anton Rubinstein (a model for Klesmer?) at the Lehmanns. "
1876-05-18,1876,5,18,Thursday,"John Blackwood to lunch. Dine with Lady Portsmouth. Manuscript of first half of part VIII of Deronda sent to William Blackwood. "
1876-05-20,1876,5,20,Saturday,"Spend weekend with Jowett in Oxford. "
1876-05-23,1876,5,23,Tuesday,"GHL tells Blackwood that there is no objection to Edward Dowden making a book-length study of GE. "
1876-05-31,1876,5,31,Wednesday,"Declines invitation to meet Leopold, King of the Belgians, but GHL presented in her place. "
1876-06-03,1876,6,3,Saturday,"Records in Journal, regarding Deronda, 'Growing interest in the public, and growing sale, which has from the beginning exceeded that of Middlemarch. The Jewish part apparently creating strong interest' (Cross  3: 283). "
1876-06-04,1876,6,4,Sunday,"Writes to Elma Stuart regretting inability to give more time to her on her recent visit. "
1876-06-07,1876,6,7,Wednesday,"Reads GHL penultimate chapter of Deronda and sends manuscript to William Blackwood. "
1876-06-08,1876,6,8,Thursday,"Deronda finished. "
1876-06-10,1876,6,10,Saturday,"Set off for two-and-a-half months in France and Switzerland - for detailed itinerary, see III, 285. Blackwood sends his verdict on the conclusion of Deronda: 'criticism and eulogism are out of place' (Letters 6: 262). "
1876-06-12,1876,6,12,Monday,"Proof-reading final pages of Deronda in Paris. "
1876-07-06,1876,7,6,Thursday,"GE sends Blackwood, and GHL sends Charles Lewes, news of their travels so far. "
1876-07-12,1876,7,12,Wednesday,"Thanks Jane Senior for the suggestion of a house: 'We do desire, above all earthly possessions of a material sort, a house in the country to which we could go, not simply in summer, but from time to time throughout the year' (Letters 6: 269). Also gives an account of their daily timetable in Ragatz. Blackwood sends a still-favourable account of Deronda sales. "
1876-07-17,1876,7,17,Monday,"GHL reports GE's health considerably improved. "
1876-09-01,1876,9,1,Friday,"Return to The Priory from France and Switzerland. Final part of Deronda published. "
1876-09-02,1876,9,2,Saturday,"Writes to D’Albert telling him of their holiday and of the completion of Deronda. Tells Blackwood of her delight at the Chief Rabbi's approval of the Jewish characterisation in Deronda. "
1876-09-04,1876,9,4,Monday,"Apologises to Catherine Spence for her infelicitous reception at The Priory. Begin four-day visit to the Bullock-Halls at Six Mile Bottom. "
1876-09-08,1876,9,8,Friday,"Asks Cara Bray to send news. "
1876-09-12,1876,9,12,Tuesday,"Sends details of the continental holiday to Elma Stuart. "
1876-09-23,1876,9,23,Saturday,"Visited by Emily Davies, their talk turning to the necessity of telling the truth, and the education of women. Manuscript of third volume of GHL’s Problems sent to the printer. "
1876-09-26,1876,9,26,Tuesday,"Take GE's niece, Emily Clarke, visiting them briefly, to W. S. Gilbert's Dan'l Druce, Blacksmith, based on Marner. Thanks Haim Guedalla, a Jewish community worker, for his praise of the Jewish elements in Deronda. "
1876-10-02,1876,10,2,Monday,"Explains to Haim Guedalla her reasons for refusing permission for him to publish her letter of 26 September; and regrets in letter to Barbara Bodichon the critical tendency to divide Deronda into separate portions: 'I meant everything in the book to be related to everything else there' (Cross 3: 291). "
1876-10-05,1876,10,5,Thursday,"Visiting Bullock-Hall, they pay a visit to stables at Newmarket, Suffolk, GE noticing a defect in the Derby winner. "
1876-10-07,1876,10,7,Saturday,"Return from four-day visit to Bullock-Hall. "
1876-10-08,1876,10,8,Sunday,"Cross their only Sunday guest. Writes Blackwood an affectionate appreciation of his services. Blackwood subsequently remarks to his nephew, 'It is the greatest compliment a man in my position could possibly receive, and... brought warm tears to my eyes' (Cross 3: 293). "
1876-10-12,1876,10,12,Thursday,"Sends Elma Stuart autographs of Shelley and the French executioner Sanson. Blackwood thanks GE for her generous letter. "
1876-10-14,1876,10,14,Saturday,"Asks Lucy Smith to send more news of herself. "
1876-10-19,1876,10,19,Thursday,"Blackwood offers £4000 for 10-year control of copyright. "
1876-10-20,1876,10,20,Friday,"Gratified, in looking over accounts in consideration of Blackwood's offer, to find 24,577 copies of Middlemarch had been distributed before Christmas 1875. "
1876-10-23,1876,10,23,Monday,"GHL, in amiable tone, seeks clarification of Blackwood's past and future terms. "
1876-10-28,1876,10,28,Saturday,"Blackwood explains a blunder in the previous terms of the lease of the copyright. "
1876-10-29,1876,10,29,Sunday,"In discussing Deronda in a letter to Harriet Beecher Stowe, deplores English misunderstanding of the Jews: 'The best that can be said of it is, that it is a sign of the intellectual narrowness - in plain English, the stupidity - which is still the average mark of our culture' (Cross 3: 295). GHL tells Blackwood that a royalty arrangement would be preferable to a down sum for the renewed copyright lease. "
1876-11-03,1876,11,3,Friday,"GE explains to Blackwood the reasons for preferring a royalty arrangement, discussing also her disappointment with reviews of Deronda. "
1876-11-04,1876,11,4,Saturday,"Has tooth extracted. "
1876-11-21,1876,11,21,Tuesday,"Blackwood apologises for being unable to make a more generous offer. "
1876-11-22,1876,11,22,Wednesday,"Sympathises with Cara Bray's illness, sends items of personal news, and comments, 'It is remarkable to me that I have entirely lost my personal melancholy. I often, of course, have melancholy thoughts about the destinies of my fellow creatures; but I am never in that mood of sadness which used to be my frequent visitant even in the midst of external happiness. And this, notwithstanding a very vivid sense that life is declining and death close at hand' (Cross 3: 296-7). GHL agrees royalty terms for copyright lease, reminding Blackwood not to reveal to GE public disappointment with the Jewish sections of Deronda. "
1876-11-29,1876,11,29,Wednesday,"Taken by Cross to see The Heights at Witley, Surrey. "
1876-12-01,1876,12,1,Friday,"Records in Journal her disappointment at the critical reception of Deronda, but her gratification with its sales and approval by the Jewish community. "
1876-12-06,1876,12,6,Wednesday,"Buy The Heights at Witley. For GE's description of the house, see Cross 2: 298-9. "
1876-12-15,1876,12,15,Friday,"Notes in Journal pleasure at Jewish reception of Deronda and a second request to translate Romola into Italian. "
1876-12-16,1876,12,16,Saturday,"Four volume Guinea edition of Deronda published by Blackwood. Assures Elizabeth Stuart Phelps that her attitude to Christianity has been consistent throughout her novels. "
1876-12-21,1876,12,21,Thursday,"Sympathises with Cara Bray's illness, and indulges in several recollections of their past life. "
1876-12-23,1876,12,23,Saturday,"GHL sends Christmas greetings to Elma Stuart, passing on GE's request for a letter from her. "
1876-12-24,1876,12,24,Sunday,"Spend five days with Anna Cross. "
1876-12-26,1876,12,26,Tuesday,"Matthew Arnold present at their Boxing Day dinner. "
1877-01-01,1877,1,1,Monday,"Journal records anxiety over public affairs but concludes, 'As to our private life, all is happiness, perfect love, and undiminished intellectual interest' (Cross 3: 301)."
1877-01-10,1877,1,10,Wednesday,"Call on W. B. Scott. "
1877-01-12,1877,1,12,Friday,"Blackwood sends a cheque for £2215 to settle the previous year's account. "
1877-01-13,1877,1,13,Saturday,"Edward Dowden tells Blackwood that he has had to abandon his plans to write a book on GE. "
1877-01-19,1877,1,19,Friday,"In response to a query from James Sully, GE replies that she believes the term 'meliorist' was her own coinage. "
1877-01-21,1877,1,21,Sunday,"Edith Simcox inscribes copy of her newly published Natural Law for GE. "
1877-01-30,1877,1,30,Tuesday,"Suggests to Blackwood that Romola be included in his stereotyped edition of her works. Recommends Helen Allingham as an illustrator, and remarks that 'there is no book of mine about which I more thoroughly feel that I could swear by every sentence as having been written with my best blood' (Letters 3: 302). "
1877-02-01,1877,2,1,Thursday,"Requests Andrew Clark to give an opinion on GHL's rheumatic gout. "
1877-02-05,1877,2,5,Monday,"Points out to Elma Stuart shortcomings in W. H. Mallock's 'Modern Atheism' in the January issue of the Contemporary Review. "
1877-02-08,1877,2,8,Thursday,"Blackwood agrees to publish a stereotyped edition of Romola, and suggests GE or GHL approach Helen Allingham regarding illustrations, also including an assessment of GE's work by his retired chief proof-reader. "
1877-02-13,1877,2,13,Tuesday,"Invites Helen Allingham to illustrate stereotyped edition of Romola (declined). "
1877-02-19,1877,2,19,Monday,"Has severe renal attack. "
1877-02-23,1877,2,23,Friday,"Further kidney trouble. "
1877-02-27,1877,2,27,Tuesday,"GHL suggests a uniform edition of the novels to Blackwood - eventually the 'Cabinet' edition. Also agrees to an illustrated edition of Romola, and hints that Dowden should be urged to reconsider the possibility of a study of GE. "
1877-03-04,1877,3,4,Sunday,"Go to see pictures by Millais. "
1877-03-08,1877,3,8,Thursday,"Gives hints on writing in Midlands dialect to William Allingham. "
1877-03-11,1877,3,11,Sunday,"Dinner with Elizabeth Benzon, where Joachim plays for them. "
1877-03-16,1877,3,16,Friday,"Attend music party given by Leighton, hearing Joachim, Petri and Piatti. "
1877-03-19,1877,3,19,Monday,"Blackwood makes further suggestions for the Cabinet edition. "
1877-03-20,1877,3,20,Tuesday,"Suggests the Cabinet edition comprise eight volumes. Sends strictures on Harriet Martineau’s Autobiography to Cara Bray. "
1877-03-21,1877,3,21,Wednesday,"Hear performance of Beethoven's posthumous string quartets. "
1877-03-23,1877,3,23,Friday,"Again asks Elma Stuart to send more detailed news of herself. "
1877-03-24,1877,3,24,Saturday,"Morning encounter with Tennyson, one of many meetings at this time. Attend the last Saturday Pops Concert of the season."
1877-03-27,1877,3,27,Tuesday,"Further suggestions from Blackwood about the Cabinet edition, to which GHL replies on the 29th with an idea of his own - that the edition be set from existing type but on finer paper. "
1877-03-30,1877,3,30,Friday,"Tennyson reads Maud and the two 'Northern Farmer' poems to a group of their friends at The Priory. "
1877-04-10,1877,4,10,Tuesday,"Commiserates with Mary Cash on the death of her father, John Sibree. "
1877-04-17,1877,4,17,Tuesday,"Vol. III of GHL's Problems published. "
1877-04-28,1877,4,28,Saturday,"Thanks Mrs Burne-Jones for the offer of tickets to a showing of her husband's pictures, and mentions her problems in contemplating a new morning dress. "
1877-04-30,1877,4,30,Monday,"Blackwood announces that he has finally decided that the Cabinet edition should be in 19 or 20 volumes. "
1877-05-03,1877,5,3,Thursday,"Liszt writes to introduce the Wagners. "
1877-05-04,1877,5,4,Friday,"Attend private view at the Royal Academy. "
1877-05-06,1877,5,6,Sunday,"First meeting with Cosima Wagner, daughter of Liszt. Considerable contact with the Wagners in the ensuing weeks. "
1877-05-08,1877,5,8,Tuesday,"GE asks Burne-Jones if she may introduce Cosima Wagner to him. "
1877-05-10,1877,5,10,Thursday,"Returns to Clementia Taylor her husband's Some Account of the Taylor Family and Auld Lang Syne. "
1877-05-11,1877,5,11,Friday,"Attend a rehearsal of Die Walküre and Tannhäuser. "
1877-05-14,1877,5,14,Monday,"Attend rehearsal of Siegfried and Lohengrin, afterwards taking Cosima Wagner to Burne-Jones's studio. "
1877-05-15,1877,5,15,Tuesday,"Princess Louise asks to be introduced to GE at a dinner with the Goschens. GE offers £10 towards the education of Joan Grüner, a Girton student. Tells Sara Hennell of her dislike of Harriet Martineau's Autobiography: 'the more I think of the book and all connected with it, the more it deepens my repugnance... to autobiography' (Letters 3: 306-7). "
1877-05-16,1877,5,16,Wednesday,"Sends Barbara Bodichon a list of the current Italian names for the water-wagtail. "
1877-05-17,1877,5,17,Thursday,"Hear Wagner read Parzival. GE sends Catherine Paget a copy of her works as a wedding present. "
1877-05-18,1877,5,18,Friday,"Attend rehearsal of Tristan und Isolde. "
1877-05-19,1877,5,19,Saturday,"Begin three-day visit to Jowett. "
1877-05-21,1877,5,21,Monday,"Thanks William Allingham for a copy of his Hunterian Oration. "
1877-05-27,1877,5,27,Sunday,"Returns to Trübner the Jewish books consulted for Deronda. Expresses her gratitude to Elma Stuart for a gift of embroidery. "
1877-05-31,1877,5,31,Thursday,"Warmly thanks David Kaufman for his favourable review of Deronda. Servants move in to The Heights, Witley, whilst GE and GHL go to Cambridge for five days, staying with the Sidgwicks. "
1877-06-04,1877,6,4,Monday,"Arrive at Witley, where reading includes Scott, Heart of Midlothian, and Legend of Montrose; Richardson, Sir Charles Grandison; Dumas, Les Trois mousquetaires; Trollope, The American Senator; Reade, A Woman Hater; Turgenev, Virgin Soil; Zola, L'Assommoir; Tennyson, Idylls of the King, and plays. Much contact with Sir Henry and Lady Holland at this period. "
1877-06-05,1877,6,5,Tuesday,"Thanks Charles Ritter for sending translations of extracts from Deronda. "
1877-06-10,1877,6,10,Sunday,"GHL writes to Cross expressing delight with The Heights. "
1877-06-12,1877,6,12,Tuesday,"Harrison asks if GE might state the extent of her commitment to Positivism, eventually giving rise to publication of' A College Breakfast Party'. "
1877-06-14,1877,6,14,Thursday,"Promises to bear in mind Harrison's request for some Positivist substitutes for Christian family prayers. "
1877-06-18,1877,6,18,Monday,"GHL tells Tennyson that he and GE have just read Harold for the first time, and Mary for the fourth. Hope to see him over the summer. "
1877-06-20,1877,6,20,Wednesday,"GHL invites Blackwood to call at Witley at his convenience. "
1877-06-22,1877,6,22,Friday,"Reading Life, Letters and Literary Remains of John Keats, ed. R. M. Milnes. "
1877-06-24,1877,6,24,Sunday,"Birth of Elinor, third daughter of Charles Lewes. "
1877-07-09,1877,7,9,Monday,"GHL sends Blackwood a copy of Kaufman's pamphlet on GE and Judaism, advising him to choose a translator carefully. "
1877-07-12,1877,7,12,Thursday,"GHL sends to Elma Stuart an anecdotal letter, reporting great delight with the Heights. "
1877-07-23,1877,7,23,Monday,"Thanks Charles Ritter for the gift of his translated anthology of her works, Fragments et pensées. "
1877-07-31,1877,7,31,Tuesday,"Harrison spends the day at Witley. "
1877-08-26,1877,8,26,Sunday,"Asks William Allingham not to forget to send his news. "
1877-08-28,1877,8,28,Tuesday,"Cross introduces GE to tennis, subsequently a much-enjoyed recreation. "
1877-09-17,1877,9,17,Monday,"Visit Tennyson. "
1877-09-25,1877,9,25,Tuesday,"Begin five-day visit to the Bullock-Halls. "
1877-09-29,1877,9,29,Saturday,"Return to London. "
1877-10-04,1877,10,4,Thursday,"Visited at Witley by Jowett. "
1877-10-05,1877,10,5,Friday,"Introduced by Cross to badminton. "
1877-10-07,1877,10,7,Sunday,"GHL tells Lady Holland how GE started to write fiction (Letters 9: 169). "
1877-10-12,1877,10,12,Friday,"Informs David Kaufman that his article on Deronda has now been translated. "
1877-10-17,1877,10,17,Wednesday,"Condemns W. H. Mallock's New Republic in letter to Mary Ponsonby: 'I think direct personal portraiture - or caricature - is a bastard kind of satire' (Cross 3: 317). "
1877-10-25,1877,10,25,Thursday,"Leave Witley, GE much strengthened in health, for five-day visit to the Bullock-Halls at Six Mile Bottom. Blackwood apologises for being unable to offer greater remuneration for the Cabinet edition. "
1877-10-29,1877,10,29,Monday,"Return to The Priory. "
1877-11-03,1877,11,3,Saturday,"Attends christening of grand-daughter Elinor at Rosslyn Hill. "
1877-11-06,1877,11,6,Tuesday,"Thanks Cross for the gift of a badminton set, and admits to finding 'some smaller wholes among the lyrics' rather than In Memoriam or the Idylls, 'the works most decisive of Tennyson's high place among the immortals' (Cross  3: 318). "
1877-11-09,1877,11,9,Friday,"Edith Simcox disappointed at GE's failure to comment on her Natural Law. "
1877-11-10,1877,11,10,Saturday,"Declines to contribute a volume on Shakespeare to the 'English Men of Letters’ series. Records in Journal, 'We are at last in love with our Surrey house, and mean to keep it. The air and abundant exercise have quite renovated my health, and I am in more bodily comfort than I have known for several years' (Cross 3: 319). "
1877-11-11,1877,11,11,Sunday,"GE at last refers, somewhat lukewarmly, to Edith Simcox's Natural Law. "
1877-11-13,1877,11,13,Tuesday,"Thanks Elizabeth Stuart Phelps for the gift of her The Story of Avis, which she is reading slowly; also repeating her misgivings about the benefits of reading contemporary fiction, and the quality of modem criticism. "
1877-11-16,1877,11,16,Friday,"Outlines her attitude to human misery in response to a cri de coeur from Myers: 'I only long, if it were possible to me, to help in satisfying the need of those who want a reason for living in the absence of what has been called consolatory belief' (Letters 9: 201). Sends Sara Hennell the customary letter of accumulated news in anticipation of her birthday. "
1877-11-21,1877,11,21,Wednesday,"Blackwood sends proof of 'A College Breakfast Party', and good news of sales of the one-volume edition of Deronda. Also seeks GE’s permission for Main’s new project, The George Eliot Birthday Book. "
1877-11-23,1877,11,23,Friday,"Main compiling his GE Birthday Book. Thanks Sara Hennell for her letter, attempting to explain off-handedness in Herbert Spencer's conduct, and attacking Mallock's New Republic. "
1877-11-27,1877,11,27,Tuesday,"Writes affectionately to D’Albert. "
1877-12-03,1877,12,3,Monday,"Writes to withdraw from spending Christmas with the Burne-Jones family. "
1877-12-04,1877,12,4,Tuesday,"Sends Main suggestions for the Birthday Book. "
1877-12-11,1877,12,11,Tuesday,"Visited by Edith Simcox, a visit recorded in some detail in Simcox's autobiography (see Letters 9: 206-7). "
1877-12-17,1877,12,17,Monday,"Sends Main criticisms of the draft Birthday Book. "
1877-12-24,1877,12,24,Monday,"GHL sends Christmas greetings to Elma Stuart and Anna Cross. "
1877-12-25,1877,12,25,Tuesday,"Christmas spent quietly at home, Anna Cross being ill. "
1877-12-26,1877,12,26,Wednesday,"Visited by Charles Lewes and family. Writes to Charlotte Carmichael, regretting her inability to do anything to increase appreciation of the Celts. "
1877-12-31,1877,12,31,Monday,"Ends her Journal with conflicting views about the prospect of further literary achievements, and acknowledging the usefulness of the Journal in the past: 'I have often been helped, in looking back in it, to compare former with actual states of despondency.... In this way a past despondency has turned to present hopefulness' (Cross 3: 324)."
1878-01-06,1878,1,6,Sunday,"Leslie Stephen among the Sunday-afternoon callers. "
1878-01-12,1878,1,12,Saturday,"Thanks Elma Stuart for the gift of a writing board. "
1878-01-15,1878,1,15,Tuesday,"Trollope calls, following his return from South Africa. "
1878-01-16,1878,1,16,Wednesday,"Asks Edith Simcox to obtain for the [sic] The Child's Own Book, and pays her for a copy of Cobbett's Rural Rides, also discussing the moral responsibilities and influence of the writer. "
1878-01-17,1878,1,17,Thursday,"Reading includes J. R. Green, History of the English People, and W. E. H. Lecky, A History of England in the Eighteenth Century. Mentions the phonograph in a letter to Barbara Bodichon, and rejoices at London University opening its degrees to women. "
1878-01-18,1878,1,18,Friday,"Blackwood sends a cheque for £1006 and an account of sales in the past year. "
1878-01-26,1878,1,26,Saturday,"Discusses liking for Pascal and La Bruyére in letter to Blackwood. "
1878-01-31,1878,1,31,Thursday,"GHL tells Barbara Bodichon of his interest in a patient fitted successfully with a false larynx. "
1878-02-13,1878,2,13,Wednesday,"GE indulges in much philosophical conversation during a call on Edith Simcox. "
1878-02-14,1878,2,14,Thursday,"Thanks Louise Houlton for the gift of her Swallow Flights. "
1878-02-16,1878,2,16,Saturday,"GHL presented to Princess Christian. "
1878-02-28,1878,2,28,Thursday,"Attend marriage of Elinor Locker to Lionel Tennyson. "
1878-03-11,1878,3,11,Monday,"Edith Simcox discusses 'The Lifted Veil' with GE and GHL. "
1878-03-15,1878,3,15,Friday,"Asks Barbara Bodichon to write with news of herself. "
1878-03-20,1878,3,20,Wednesday,"Attend concert at the Royal Academy of Music , performers including Henschel, Joachim, Piatti and Strauss, all of whom GE and GHL hear several times this season. "
1878-03-21,1878,3,21,Thursday,"See the telephone demonstrated. "
1878-03-23,1878,3,23,Saturday,"Discusses Wagner's setting of Heine's 'The Two Grenadiers' (heard at concert on the 20th) in letter to Georgiana BurneJones. "
1878-03-27,1878,3,27,Wednesday,"Thanks Elma Stuart for sending her violets, discussing - inter alia - her recent musical experiences. "
1878-03-29,1878,3,29,Friday,"Attend musical party given by Charlotte Moscheles. "
1878-03-31,1878,3,31,Sunday,"Entertain Tennyson to dinner. "
1878-04-09,1878,4,9,Tuesday,"Explains to Lord Houghton that she is unable to receive the American poet and journalist Louise Moulton, having a horror of being interviewed or written about. "
1878-04-12,1878,4,12,Friday,"Dine with Tennyson. "
1878-04-15,1878,4,15,Monday,"Lord Acton sends a personal eulogy of her work. "
1878-04-29,1878,4,29,Monday,"Tells Cross, 'Non omnis moriar is a keen hope with me' (Cross 2: 226).  "
1878-05-02,1878,5,2,Thursday,"Take Emily Clarke to see Irving in Boucicault's Louis XI. "
1878-05-03,1878,5,3,Friday,"Attend private view at the Royal Academy. "
1878-05-07,1878,5,7,Tuesday,"Jowett writes, 'The more I think of it the more I agree in what you said that the really great and abiding interest of philosophy is human motive' (Letters 9: 227). "
1878-05-16,1878,5,16,Thursday,"Asks Barbara Bodichon to recommend a housekeeper, and also a governess for the Bullock-Halls. William Blackwood sends a highly satisfactory statement of sales of the Cabinet edition. "
1878-05-22,1878,5,22,Wednesday,"Order furniture for Witley. "
1878-05-26,1878,5,26,Sunday,"Edith Simcox finds Shakespeare's generic superiority to other dramatists a topic of Sunday afternoon conversation. "
1878-05-31,1878,5,31,Friday,"Attend a dinner given by the Goschens for the Crown Prince and Princess Royal. Many 'swells' present. "
1878-06-07,1878,6,7,Friday,"Sends Cara Bray her favourable impression of the Crown Prince and Princess Royal. "
1878-06-08,1878,6,8,Saturday,"Begin three-day visit to Jowett. For details see Letters 7: 30- 1. "
1878-06-27,1878,6,27,Thursday,"Hopes that Blackwood has enjoyed his travels, and that he continues to appreciate a holiday from business. "
1878-07-01,1878,7,1,Monday,"'A College Breakfast Party' published in Macmillan's Magazine. "
1878-07-10,1878,7,10,Wednesday,"Start reading P. G. Hamilton's Modern Frenchmen. "
1878-07-12,1878,7,12,Friday,"Advises Cara Bray on a publication problem with her Elements of Morality. "
1878-07-16,1878,7,16,Tuesday,"William Blackwood sends a half-year statement of sales. "
1878-07-18,1878,7,18,Thursday,"Reaffirms, in a letter to Clementia Taylor, her refusal to speak on public topics: 'My function is that of the aesthetic, not the doctrinal teacher - the rousing of the nobler emotions, which make mankind desire the social right, not the prescribing of special measures , concerning which the artistic mind, however strongly moved by social sympathy, is often not the best judge' (Cross 3: 330). "
1878-07-30,1878,7,30,Tuesday,"Decide that GHL’s health will prevent their visiting Blackwood in Scotland. "
1878-08-01,1878,8,1,Thursday,"Tells D’Albert: 'You remember me as much less of a conservative than I have now become ' (Letters 7: 47). "
1878-08-09,1878,8,9,Friday,"Sends William Blackwood corrections for Cabinet edition of Jubal and Deronda. "
1878-08-10,1878,8,10,Saturday,"Visited by Edith Simcox, who notices GHL's deteriorating health. "
1878-08-11,1878,8,11,Sunday,"Sends advice to Charles Ritter on his French translation of 'O May I Join the Choir Invisible'. "
1878-08-12,1878,8,12,Monday,"GHL is read part of Tennyson's unfinished Becket, about which GHL records serious reservations. "
1878-08-15,1878,8,15,Thursday,"Agrees typeface for Cabinet edition of Jubal. "
1878-08-22,1878,8,22,Thursday,"Take the Tom Trollopes to visit Tennyson. GE records, 'I saw an expression in his face that always reminds me of a large dog laying down its ears and wagging its tail on being stroked and patted ' (Letters 9: 237). "
1878-08-26,1878,8,26,Monday,"Asks Georgiana Burne-Jones to send news of herself: 'We have been so ailing in the midst of our country joys, that I need to hear of my friends being well, as a ground for cheerfulness' (Cross 3: 332). GHL congratulates Alexander Macmillan on the first three volumes of the 'English Men of Letters’ series, which GE has read aloud. "
1878-09-24,1878,9,24,Tuesday,"Hopes Blackwood may be able to send better news of his own health. "
1878-10-21,1878,10,21,Monday,"Visiting the Bullock-Halls for four days, spends some time with Turgenev, who admires GE's work as she does his. "
1878-11-01,1878,11,1,Friday,"Henry James, calling at Witley, much upset to find their lack of interest in his Europeans. Turgenev sends GHL capsules for pain. "
1878-11-05,1878,11,5,Tuesday,"Tells Elma Stuart, 'The larger world is so sad, with its wars and rumours of wars, that one is more than ever in need of the small world of specially beloved ones' (Letters 7: 75). "
1878-11-11,1878,11,11,Monday,"Leave The Heights for the Gloucester Hotel, Brighton. "
1878-11-14,1878,11,14,Thursday,"Return to London. "
1878-11-16,1878,11,16,Saturday,"Reads proof for Cabinet edition of Deronda. "
1878-11-18,1878,11,18,Monday,"GHL told by Sir James Paget of thickening of his mucous membrane. "
1878-11-21,1878,11,21,Thursday,"Sends Blackwood first section of manuscript of Impressions of Theophrastus Such. "
1878-11-22,1878,11,22,Friday,"Blackwood declares himself delighted with the new work. "
1878-11-25,1878,11,25,Monday,"Tells Barbara Bodichon , 'I have a deep sense of change within, and of a permanently closer companionship with death' (Letters 7: 84). "
1878-11-30,1878,11,30,Saturday,"Death of GHL following eight days of intense illness. Diagnosed with enteritis."
1878-12-04,1878,12,4,Wednesday,"Funeral of GHL. GE not present. Reads In Memoriam, Shakespeare and Donne, but is unable to answer any of the many letters of sympathy received.  "
1878-12-09,1878,12,9,Monday,"Death of Anna Cross. "
1878-12-31,1878,12,31,Tuesday,"Receives proofs of Such."
1879-01-01,1879,1,1,Wednesday,"Records in diary, 'Here I and sorrow sit' (Letters 3: 345). Unable to see the Burne-Jones family. "
1879-01-05,1879,1,5,Sunday,"Completes second reading of GHL's unfinished Problems. "
1879-01-06,1879,1,6,Monday," GE records in her diary that she is feeling, “Weary and heavy laden.” Edith Simcox meets Cross at The Priory. "
1879-01-07,1879,1,7,Tuesday,"Writes to Barbara Bodichon, her first letter since GHL’s death: 'I bless you for all your goodness to me, but I am a bruised creature, and shrink even from the tenderest touch' (Cross 3: 346). Other letters follow. "
1879-01-11,1879,1,11,Saturday,"GE records in her diary, “Head miserable and heart bruised.”"
1879-01-13,1879,1,13,Monday,"Agrees to correct proofs of Such, but only because this would have been GHL's wish, and out of consideration for Blackwood. "
1879-01-19,1879,1,19,Sunday,"Ruminating on some kind of educational memorial to GHL. "
1879-01-22,1879,1,22,Wednesday,"Reads through GHL's journals. Tells Cross, 'Some time, if I live, I shall be able to see you - perhaps sooner than anyone else - but not yet' (Cross 3: 347). "
1879-01-23,1879,1,23,Thursday,"GE records in her diary, “Wrote memories, and lived with him all day. Read in his diary 1874—‘Wrote verses to Polly—Wrote verses on Polly’.”"
1879-01-28,1879,1,28,Tuesday,"Acknowledges cheque from Blackwood for £m. "
1879-01-30,1879,1,30,Thursday,"Again declines to see even Cross: 'When I said some time I meant still a distant time' (Cross 3: 347). Attack of renal pain. "
1879-01-31,1879,1,31,Friday,"Formally changes name to Mary Ann Evans Lewes with a legal Deed of Declaration, two months and a day after Lewes’s death. Visited by Sir James Paget. "
1879-02-04,1879,2,4,Tuesday,"Reports improved health to Georgiana Burne-Jones, but the onset of a mental winter. "
1879-02-06,1879,2,6,Thursday,"Tells Barbara Bodichon she does not feel able to go away with her. "
1879-02-08,1879,2,8,Saturday,"Orders carriage for first time. "
1879-02-09,1879,2,9,Sunday,"Tells Cross, 'In a week or two I think I shall want to see you' (Cross 3: 348). "
1879-02-11,1879,2,11,Tuesday,"Depressed by inability to complete vol. III of Problems. "
1879-02-20,1879,2,20,Thursday,"Asks Allbutt to write an article on the effect of GHL's work, also mentioning idea of endowing an academic post in his memory. "
1879-02-23,1879,2,23,Sunday,"Sees Cross, but refuses Spencer. Declines Cross's invitation to move for a time to Weybridge. Returns proof of Such. "
1879-02-25,1879,2,25,Tuesday,"Tells Blackwood that, though she will continue to correct proofs, publication of Such must be postponed. "
